repo,relative_path,file_type,classification,action_needed
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/util.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/util.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/util.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/applicability.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/applicability.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/applicability.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/boolSchema.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/boolSchema.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/boolSchema.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/dataType.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/dataType.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/dataType.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/defaults.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/defaults.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/defaults.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/keyword.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/keyword.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/keyword.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/subschema.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/subschema.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/compile/validate/subschema.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/core.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/core.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/core.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/jtd.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/jtd.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/jtd.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/data.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/meta/applicator.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/meta/content.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/meta/core.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/meta/format.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/meta/meta-data.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/meta/validation.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2019-09/schema.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/meta/applicator.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/meta/content.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/meta/core.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/meta/format-annotation.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/meta/meta-data.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/meta/unevaluated.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/meta/validation.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-2020-12/schema.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-draft-06.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-draft-07.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/json-schema-secure.json,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/jtd-schema.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/jtd-schema.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/refs/jtd-schema.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/equal.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/equal.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/equal.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/parseJson.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/parseJson.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/parseJson.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/quote.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/quote.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/quote.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/re2.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/re2.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/re2.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/timestamp.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/timestamp.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/timestamp.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/ucs2length.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/ucs2length.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/ucs2length.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/uri.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/uri.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/uri.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/validation_error.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/validation_error.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/runtime/validation_error.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/standalone/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/standalone/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/standalone/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/standalone/instance.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/standalone/instance.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/standalone/instance.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/json-schema.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/json-schema.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/json-schema.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/jtd-schema.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/jtd-schema.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/types/jtd-schema.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/additionalItems.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/additionalItems.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/additionalItems.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/additionalProperties.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/additionalProperties.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/additionalProperties.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/allOf.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/allOf.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/allOf.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/anyOf.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/anyOf.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/anyOf.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/contains.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/contains.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/contains.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/dependencies.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/dependencies.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/dependencies.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/dependentSchemas.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/dependentSchemas.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/dependentSchemas.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/if.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/if.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/if.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/items.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/items.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/items.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/items2020.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/items2020.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/items2020.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/not.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/not.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/not.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/oneOf.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/oneOf.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/oneOf.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/patternProperties.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/patternProperties.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/patternProperties.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/prefixItems.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/prefixItems.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/prefixItems.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/properties.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/properties.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/properties.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/propertyNames.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/propertyNames.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/propertyNames.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/thenElse.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/thenElse.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/applicator/thenElse.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/code.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/code.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/code.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/id.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/id.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/id.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/ref.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/ref.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/core/ref.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/discriminator/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/discriminator/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/discriminator/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/discriminator/types.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/discriminator/types.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/discriminator/types.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/draft2020.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/draft2020.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/draft2020.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/draft7.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/draft7.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/draft7.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/dynamicAnchor.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/dynamicAnchor.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/dynamicAnchor.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/dynamicRef.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/dynamicRef.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/dynamicRef.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/recursiveAnchor.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/recursiveAnchor.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/recursiveAnchor.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/recursiveRef.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/recursiveRef.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/dynamic/recursiveRef.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/errors.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/errors.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/errors.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/format/format.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/format/format.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/format/format.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/format/index.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/format/index.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/format/index.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/jtd/discriminator.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/jtd/discriminator.js,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/jtd/discriminator.js.map,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/jtd/elements.d.ts,other,EVALUATE,REVIEW
Direct-Cuts,/.claude/mcp-servers/skills-server/node_modules/ajv/dist/vocabularies/jtd/elements.js,other,EVALUATE,REVIEW
